id,name,type_1,type_2,height,weight,category,abilities,habitat,color,is_legendary,is_mythical,evolution_chain
10099,pikachu-alola-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10100,raichu-alola,Electric,Psychic,7,210,raichu,['surge-surfer'],forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10101,sandshrew-alola,Ice,Steel,7,400,sandshrew,"['snow-cloak', 'slush-rush']",rough-terrain,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/11/
10102,sandslash-alola,Ice,Steel,12,550,sandslash,"['snow-cloak', 'slush-rush']",rough-terrain,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/11/
10103,vulpix-alola,Ice,,6,99,vulpix,"['snow-cloak', 'snow-warning']",grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/15/
10104,ninetales-alola,Ice,Fairy,11,199,ninetales,"['snow-cloak', 'snow-warning']",grassland,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/15/
10105,diglett-alola,Ground,Steel,2,10,diglett,"['sand-veil', 'tangling-hair', 'sand-force']",cave,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/21/
10106,dugtrio-alola,Ground,Steel,7,666,dugtrio,"['sand-veil', 'tangling-hair', 'sand-force']",cave,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/21/
10107,meowth-alola,Dark,,4,42,meowth,"['pickup', 'technician', 'rattled']",urban,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/22/
10108,persian-alola,Dark,,11,330,persian,"['fur-coat', 'technician', 'rattled']",urban,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/22/
10109,geodude-alola,Rock,Electric,4,203,geodude,"['magnet-pull', 'sturdy', 'galvanize']",mountain,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/31/
10110,graveler-alola,Rock,Electric,10,1100,graveler,"['magnet-pull', 'sturdy', 'galvanize']",mountain,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/31/
10111,golem-alola,Rock,Electric,17,3160,golem,"['magnet-pull', 'sturdy', 'galvanize']",mountain,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/31/
10112,grimer-alola,Poison,Dark,7,420,grimer,"['poison-touch', 'gluttony', 'power-of-alchemy']",urban,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/38/
10113,muk-alola,Poison,Dark,10,520,muk,"['poison-touch', 'gluttony', 'power-of-alchemy']",urban,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/38/
10114,exeggutor-alola,Grass,Dragon,109,4156,exeggutor,"['frisk', 'harvest']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/45/
10115,marowak-alola,Fire,Ghost,10,340,marowak,"['cursed-body', 'lightning-rod', 'rock-head']",mountain,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/46/
10116,greninja-battle-bond,Water,Dark,15,400,greninja,['battle-bond'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/339/
10117,greninja-ash,Water,Dark,15,400,greninja,['battle-bond'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/339/
10118,zygarde-10-power-construct,Dragon,Ground,12,335,zygarde,['power-construct'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/370/
10119,zygarde-50-power-construct,Dragon,Ground,50,3050,zygarde,['power-construct'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/370/
10120,zygarde-complete,Dragon,Ground,45,6100,zygarde,['power-construct'],,green,True,False,https://pokeapi.co/api/v2/evolution-chain/370/
10121,gumshoos-totem,Normal,,14,600,gumshoos,"['stakeout', 'strong-jaw', 'adaptability']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/378/
10122,vikavolt-totem,Bug,Electric,26,1475,vikavolt,['levitate'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/379/
10123,oricorio-pom-pom,Electric,Flying,6,34,oricorio,['dancer'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/381/
10124,oricorio-pau,Psychic,Flying,6,34,oricorio,['dancer'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/381/
10125,oricorio-sensu,Ghost,Flying,6,34,oricorio,['dancer'],,red,False,False,https://pokeapi.co/api/v2/evolution-chain/381/
10126,lycanroc-midnight,Rock,,11,250,lycanroc,"['keen-eye', 'vital-spirit', 'no-guard']",,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/383/
10127,wishiwashi-school,Water,,82,786,wishiwashi,['schooling'],,blue,False,False,https://pokeapi.co/api/v2/evolution-chain/384/
10128,lurantis-totem,Grass,,15,580,lurantis,"['leaf-guard', 'contrary']",,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/388/
10129,salazzle-totem,Poison,Fire,21,810,salazzle,"['corrosion', 'oblivious']",,black,False,False,https://pokeapi.co/api/v2/evolution-chain/390/
10130,minior-orange-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10131,minior-yellow-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10132,minior-green-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10133,minior-blue-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10134,minior-indigo-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10135,minior-violet-meteor,Rock,Flying,3,400,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10136,minior-red,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10137,minior-orange,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10138,minior-yellow,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10139,minior-green,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10140,minior-blue,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10141,minior-indigo,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10142,minior-violet,Rock,Flying,3,3,minior,['shields-down'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/400/
10143,mimikyu-busted,Ghost,Fairy,2,7,mimikyu,['disguise'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/404/
10144,mimikyu-totem-disguised,Ghost,Fairy,4,28,mimikyu,['disguise'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/404/
10145,mimikyu-totem-busted,Ghost,Fairy,4,28,mimikyu,['disguise'],,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/404/
10146,kommo-o-totem,Dragon,Fighting,24,2075,kommo-o,"['bulletproof', 'soundproof', 'overcoat']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/408/
10147,magearna-original,Steel,Fairy,10,805,magearna,['soul-heart'],,gray,False,True,https://pokeapi.co/api/v2/evolution-chain/422/
10148,pikachu-partner-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10149,marowak-totem,Fire,Ghost,17,980,marowak,"['cursed-body', 'lightning-rod', 'rock-head']",mountain,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/46/
10150,ribombee-totem,Bug,Fairy,4,20,ribombee,"['honey-gather', 'shield-dust', 'sweet-veil']",,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/382/
10151,rockruff-own-tempo,Rock,,5,92,rockruff,['own-tempo'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/383/
10152,lycanroc-dusk,Rock,,8,250,lycanroc,['tough-claws'],,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/383/
10153,araquanid-totem,Water,Bug,31,2175,araquanid,"['water-bubble', 'water-absorb']",,green,False,False,https://pokeapi.co/api/v2/evolution-chain/387/
10154,togedemaru-totem,Electric,Steel,6,130,togedemaru,"['iron-barbs', 'lightning-rod', 'sturdy']",,gray,False,False,https://pokeapi.co/api/v2/evolution-chain/403/
10155,necrozma-dusk,Psychic,Steel,38,4600,necrozma,['prism-armor'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/421/
10156,necrozma-dawn,Psychic,Ghost,42,3500,necrozma,['prism-armor'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/421/
10157,necrozma-ultra,Psychic,Dragon,75,2300,necrozma,['neuroforce'],,black,True,False,https://pokeapi.co/api/v2/evolution-chain/421/
10158,pikachu-starter,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10159,eevee-starter,Normal,,3,65,eevee,"['run-away', 'adaptability', 'anticipation']",urban,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/67/
10160,pikachu-world-cap,Electric,,4,60,pikachu,"['static', 'lightning-rod']",forest,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/10/
10161,meowth-galar,Steel,,4,75,meowth,"['pickup', 'tough-claws', 'unnerve']",urban,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/22/
10162,ponyta-galar,Psychic,,8,240,ponyta,"['run-away', 'pastel-veil', 'anticipation']",grassland,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/32/
10163,rapidash-galar,Psychic,Fairy,17,800,rapidash,"['run-away', 'pastel-veil', 'anticipation']",grassland,yellow,False,False,https://pokeapi.co/api/v2/evolution-chain/32/
10164,slowpoke-galar,Psychic,,12,360,slowpoke,"['gluttony', 'own-tempo', 'regenerator']",waters-edge,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/33/
10165,slowbro-galar,Poison,Psychic,16,705,slowbro,"['quick-draw', 'own-tempo', 'regenerator']",waters-edge,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/33/
10166,farfetchd-galar,Fighting,,8,420,farfetchd,"['steadfast', 'scrappy']",grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/35/
10167,weezing-galar,Poison,Fairy,30,160,weezing,"['levitate', 'neutralizing-gas', 'misty-surge']",urban,purple,False,False,https://pokeapi.co/api/v2/evolution-chain/49/
10168,mr-mime-galar,Ice,Psychic,14,568,mr-mime,"['vital-spirit', 'screen-cleaner', 'ice-body']",urban,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/57/
10169,articuno-galar,Psychic,Flying,17,509,articuno,['competitive'],rare,blue,True,False,https://pokeapi.co/api/v2/evolution-chain/73/
10170,zapdos-galar,Fighting,Flying,16,582,zapdos,['defiant'],rare,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/74/
10171,moltres-galar,Dark,Flying,20,660,moltres,['berserk'],rare,yellow,True,False,https://pokeapi.co/api/v2/evolution-chain/75/
10172,slowking-galar,Poison,Psychic,18,795,slowking,"['curious-medicine', 'own-tempo', 'regenerator']",waters-edge,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/33/
10173,corsola-galar,Ghost,,6,5,corsola,"['weak-armor', 'cursed-body']",sea,pink,False,False,https://pokeapi.co/api/v2/evolution-chain/113/
10174,zigzagoon-galar,Dark,Normal,4,175,zigzagoon,"['pickup', 'gluttony', 'quick-feet']",grassland,brown,False,False,https://pokeapi.co/api/v2/evolution-chain/134/
10175,linoone-galar,Dark,Normal,5,325,linoone,"['pickup', 'gluttony', 'quick-feet']",grassland,white,False,False,https://pokeapi.co/api/v2/evolution-chain/134/
